facility_name,lat,lon,max_capacity,full_address,city,property_type
Small Explorers Family Daycare,51.705801,-121.321128,187.0,"5488 Tatton Station Rd, 100 Mile House, BC",100 Mile House,Daycare
Small Explorers Family Daycare,51.712523,-121.409864,343.0,"5488 Tatton Stn Rd, 100 Mile House, BC",100 Mile House,Daycare
Small Fries Daycare,52.148055,-122.144615,232.0,"1260 Resker Pl, Williams Lake, BC",Williams Lake,Daycare
Small House Family Child Care,49.264424,-123.118226,181.0,"112-633 8Th Ave W, Vancouver, BC",Vancouver,Daycare
Small Miracles Daycare,49.141667,-125.893664,150.0,"638 Yew Wood Rd, Tofino, BC",Tofino,Daycare
Small Steps Childcare Inc.,49.220982,-122.607966,309.0,"22165 Dewdney Trunk Rd, Maple Ridge, BC",Maple Ridge,Daycare
Small Wonderland,49.284846,-123.138698,110.0,"106-1220 Cardero St, Vancouver, BC",Vancouver,Daycare
Small Wonders,50.270351,-119.252171,184.0,"1507 39 Ave, Vernon, BC",Vernon,Daycare
Small Wonders Daycare,48.573186,-123.441637,62.0,"7022 Bickstan Pl, Brentwood Bay, BC",Brentwood Bay,Daycare
Small Wonders Early Childhood Centre,49.236204,-124.027287,293.0,"6054 Montgomery Way, Nanaimo, BC",Nanaimo,Daycare
Smalls & Smiles Childcare Centre Ltd.,49.064461,-122.282662,183.0,"3444 Hazelwood Pl, Abbotsford, BC",Abbotsford,Daycare
Smart Baby Family Child Care,49.173701,-122.976957,192.0,"22140 mclean Ave, Richmond, BC",Richmond,Daycare
Smart Beginnings Childcare Centre,49.185847,-122.833923,173.0,"10090 140 St, Surrey, BC",Surrey,Daycare
Smart Dolphin Children's Centre,49.106992,-122.702038,282.0,"18790 58 Ave, Surrey, BC",Surrey,Daycare
Smart Kids Learning Centre Inc,49.198682,-122.843915,203.0,"13632 108 Ave, Surrey, BC",Surrey,Daycare
Smart Lion Day Care,49.134987,-123.180899,145.0,"10751 Fundy Dr, Richmond, BC",Richmond,Daycare
Smart Start Academy Inc.,49.172381,-123.072898,93.0,"1168-13351 Commerce Pky, Richmond, BC",Richmond,Daycare
Smart Start Academy Inc.,49.172381,-123.072898,249.0,"1168-13351 Commerce Pky, Richmond, BC",Richmond,Daycare
Smart Starters Child Care Center,49.152117,-122.755715,97.0,"16832 82 Ave, Surrey, BC",Surrey,Daycare
Smart Steps Daycare,49.057346,-122.363159,146.0,"31079 Southern Dr, Abbotsford, BC",Abbotsford,Daycare
Smart Thinkers Childcare Centre,49.159397,-122.808442,142.0,"8609 149A St, Surrey, BC",Surrey,Daycare
Smile 'N' Play Daycare Centre,49.061077,-122.379399,209.0,"110-30475 Cardinal Ave, Abbotsford, BC",Abbotsford,Daycare
Smile 'N' Play Daycare Centre Inc.,49.063838,-122.244567,239.0,"3411 Mckinley Dr, Abbotsford, BC",Abbotsford,Daycare
Smile 'N' Play Daycare Centre Inc.,49.066529,-122.243145,312.0,"3558 Mckinley Dr, Abbotsford, BC",Abbotsford,Daycare
Smile N Grow Day Care Inc.,49.174687,-122.798108,279.0,"9474 153Rd St, Surrey, BC",Surrey,Daycare
Smile N Grow Daycare #2,49.171799,-122.791772,169.0,"9269 155A St, Surrey, BC",Surrey,Daycare
Smile N Learn Childcare,49.11608,-122.758077,211.0,"6279 167B St, Surrey, BC",Surrey,Daycare
Smile N Learn Childcare,49.150202,-122.787328,155.0,"15699 81 Ave, Surrey, BC",Surrey,Daycare
Smilekids Childcare,48.477315,-123.324672,253.0,"4126 Cabot Place, Victoria, BC",Victoria,Daycare
Smilekids Childcare Hillside,48.438534,-123.338109,190.0,"2715 Forbes St, Victoria, BC",Victoria,Daycare
Smiles & Chuckles Family Daycare,49.879534,-119.406289,233.0,"670 Mitchell Rd, Kelowna, BC",Kelowna,Daycare
Smiles 'N' Chuckles,53.874863,-122.771824,129.0,"2657 mcgill Cres, Prince George, BC",Prince George,Daycare
Smiles 4 Miles,49.05873,-122.36249,163.0,"31105 Heron Ave, Abbotsford, BC",Abbotsford,Daycare
Smiles For Miles Childcare,51.643852,-121.29373,179.0,"285 Cedar Ave, 100 Mile House, BC",100 Mile House,Daycare
Smiles N' Hugs Family Child Care,49.225724,-122.605323,272.0,"12294 Hillside St, Maple Ridge, BC",Maple Ridge,Daycare
Smilestones Junior Kindergarten - Langley,49.160655,-122.66593,236.0,"150-8661 201 St, Langley, BC",Langley,Daycare
Smilestones Junior Kindergarten Inc.,49.247144,-122.973925,216.0,"4162 Norland Ave, Burnaby, BC",Burnaby,Daycare
Smilestones Junior Kindergarten North Surrey,49.168572,-122.779118,215.0,"9115 160Th St., Surrey, BC",Surrey,Daycare
Smilestones Junior Kindergarten South Surrey,49.067338,-122.819839,232.0,"3590 King George Blvd, Surrey, BC",Surrey,Daycare
Smiley Daycare,49.254701,-123.025536,250.0,"77 Malta Pl, Vancouver, BC",Vancouver,Daycare
Smiley Daycare Boundary,49.274422,-123.024038,181.0,"1133 Boundary Rd, Vancouver, BC",Vancouver,Daycare
Smiley Faces Childcare Centre #3,49.148476,-122.92003,146.0,"10855 80 Ave, Delta, BC",Delta,Daycare
Smiley Kids Daycare,49.145635,-122.879311,269.0,"7849 124 St, Surrey, BC",Surrey,Daycare
Smileykins,49.850733,-119.604158,283.0,"2125 Ensign Quay Lane, West Kelowna, BC",West Kelowna,Daycare
Smiling Buds Daycare,49.093201,-122.668241,192.0,"4992 200 St, Langley, BC",Langley,Daycare
Smiling Creek Elementary,49.2979135,-122.7502682,430.0,"3456 Princeton Ave, Coquitlam, BC",Coquitlam,Elementary Public School
Smiling Kids Childcare Centre,49.297213,-122.756326,202.0,"1380 Coast Meridian Rd, Coquitlam, BC",Coquitlam,Daycare
Smiling Stars Daycare,49.31221,-123.030963,346.0,"150-650 Seylynn Cres, North Vancouver, BC",North Vancouver,Daycare
Smiling Stars Daycare,49.312259,-123.031097,198.0,"150-650 Seylynn Cres, North Vancouver, BC",North Vancouver,Daycare
Smiling Stars Daycare,49.323092,-123.107344,155.0,"1602 Pemberton Ave, North Vancouver, BC",North Vancouver,Daycare
Smiling Stars Daycare,49.323092,-123.107344,251.0,"1602 Pemberton Ave, North Vancouver, BC",North Vancouver,Daycare
Smiling Stars Daycare,49.323199,-123.107347,217.0,"1618 Pemberton Ave, North Vancouver, BC",North Vancouver,Daycare
Smiling Stars Daycare,49.323199,-123.107347,219.0,"1618 Pemberton Ave, North Vancouver, BC",North Vancouver,Daycare
Smiling Stars Daycare,49.338057,-123.103212,198.0,"3171 Edgemont Blvd, North Vancouver, BC",North Vancouver,Daycare
Smiling Stars Daycare,49.338057,-123.103212,205.0,"3171 Edgemont Blvd, North Vancouver, BC",North Vancouver,Daycare
Smithers Secondary,54.7890857,-127.1804925,750.0,"PO Box 849, Smithers, BC",Smithers,Elementary Public School
Smun'eem Head Start Daycare,48.970532,-123.657571,264.0,"11310 Clam Bay Rd N, Chemainus, BC",Chemainus,Daycare
Smuyuq'wa' Lelum Ece Centre,49.037366,-123.096016,239.0,"4602 Blue Heron Dr, Tsawwassen, BC",Tsawwassen,Daycare
Snug Bugs Daycare,49.712797,-123.153897,217.0,"38831 Britannia Ave, Brackendale, BC",Brackendale,Daycare
Snuggle Bugs Childcare Centre,49.212412,-124.010763,181.0,"56 Squirrel Lane, Nanaimo, BC",Nanaimo,Daycare
Snuggles And Cuddles Family Daycare,48.433124,-123.488343,119.0,"520 Ridley Dr, Victoria, BC",Victoria,Daycare
Snuggles' Family Child Care,49.105299,-121.974842,271.0,"5682 Kathleen Dr, Chilliwack, BC",Chilliwack,Daycare
Soaring Butterflies Family Day Care,53.872329,-122.781339,273.0,"4467 Wheeler Rd, Prince George, BC",Prince George,Daycare
Societe De La Petite Enfance De L'ecole Entre-Lacs,49.490913,-119.569702,137.0,"1213 Debeck Rd, Penticton, BC",Penticton,Daycare
Sofia's Academy 2630 Alhambra Drive,49.862291,-119.567142,201.0,"2630 Alhambra Dr, West Kelowna, BC",West Kelowna,Daycare
Sofia’S Academy,49.860179,-119.5543,134.0,"951 Anders Rd, West Kelowna, BC",West Kelowna,Daycare
Solecito Family Home Daycare,48.475515,-123.319466,183.0,"1833 Feltham Rd, Victoria, BC",Victoria,Daycare
Solid Foundation Day Care Centre,49.160184,-122.802098,250.0,"8656 151B St, Surrey, BC",Surrey,Daycare
Solid Foundations Family Daycare,53.89579,-122.780739,144.0,"2626 Tweedsmuir Ave, Prince George, BC",Prince George,Daycare
Something Cool Family Daycare,53.899433,-122.805004,149.0,"2387 Webber Cres, Prince George, BC",Prince George,Daycare
"Somewhere To ""Grow"" Montessori Childcare Centre",49.11516,-122.845594,230.0,"6197 136 St, Surrey, BC",Surrey,Daycare
"Somewhere To ""Grow"" Montessori Childcare Centre",49.207427,-122.934961,220.0,"1320 Seventh Ave, New Westminster, BC",New Westminster,Daycare
Somewhere To Grow Montessori Preschool,49.115292,-122.84579,201.0,"13590 62 Ave, Surrey, BC",Surrey,Daycare
Songbird Early Learning Centre,49.503889,-117.26978,184.0,"614 Ninth St, Nelson, BC",Nelson,Daycare
Sonia's Tiny Toons Family Day Care,49.114481,-122.806414,133.0,"6142 150 St, Surrey, BC",Surrey,Daycare
Sonlight Christian Childcare Centre,49.210281,-123.986179,320.0,"3510 Departure Bay Rd, Nanaimo, BC",Nanaimo,Daycare
Sonshine Place Preschool,49.120621,-122.045149,146.0,"6550 Sumas Prairie Rd, Chilliwack, BC",Chilliwack,Daycare
Sonya's Family Daycare,54.003257,-122.796893,268.0,"4089 Jade Dr, Prince George, BC",Prince George,Daycare
Sooke Elementary,48.3801806,-123.7163875,290.0,"PO Box 70, Sooke, BC",Sooke,Elementary Public School
Sooke Montessori School,48.384422,-123.689563,160.0,"2020 Kaltasin Rd, Sooke, BC",Sooke,Daycare
Sophia Child Care Facility,49.227756,-122.93321,101.0,"8007 19Th Ave, Burnaby, BC",Burnaby,Daycare
Sophia Grace Montessori Preschool,48.999802,-123.840496,210.0,"537 Greenhorn Pl, Ladysmith, BC",Ladysmith,Daycare
Sophie-Morigeau,49.4902616,-115.0707677,70.0,"44 Mt Washburn St, Fernie, BC",Fernie,Elementary Public School
Sorrento Elementary,50.8800313,-119.4768161,295.0,"PO Box 220, Sorrento, BC",Sorrento,Elementary Public School
Sorrento Preschool,50.878407,-119.476026,213.0,"1148 Passchendaele Rd, Sorrento, BC",Sorrento,Daycare
Soul Stars Child Care,49.210629,-122.814164,212.0,"14730 St. Andrews Dr, Surrey, BC",Surrey,Daycare
South Arm Community Hall - Kindercare,49.138998,-123.123843,188.0,"9020 Williams Rd, Richmond, BC",Richmond,Daycare
South Arm Out Of School Care #1,49.140776,-123.127417,273.0,"8880 Williams Rd, Richmond, BC",Richmond,Daycare
South Broadview Elementary,50.7033208,-119.2490191,370.0,"3200 6 Ave Ne, Salmon Arm, BC",Salmon Arm,Elementary Public School
South Canoe,50.691951,-119.217114,170.0,"5970 10 Ave Se, Salmon Arm, BC",Salmon Arm,Elementary Jr. Secondary Public School
South Central Interior Distance ED,50.1115953,-120.778812,,"2975 Clapperton Avenue, Merritt, BC",Merritt,Elementary-Secondary Public School
South Central Montessori Child Care Ltd - Infant/Toddler,49.133126,-123.158166,322.0,"110-6020 Steveston Hwy, Richmond, BC",Richmond,Daycare
South Central Montessori Child Care Ltd.,49.133087,-123.158259,133.0,"6020 Steveston Highway, Richmond, BC",Richmond,Daycare
South Country Preschool,49.371404,-115.301908,195.0,"7375 Jaffray Village Loop Rd, Jaffray, BC",Jaffray,Daycare
South Delta Secondary,49.0160916,-123.0754485,1350.0,"750 53 St, Delta, BC",Delta,Secondary Public School
South Delta Wee Acorn Academy,49.08947,-123.067077,189.0,"5624 Ladner Trunk Rd, Delta, BC",Delta,Daycare
South Delta Wee Childcare Inc,49.088571,-123.06415,164.0,"4750 57 St, Delta, BC",Delta,Daycare
South Delta Wee Clubhouse,49.089067,-123.065844,298.0,"4737 57 St, Delta, BC",Delta,Daycare
South Island Distance Education School,48.497273,-123.3946749,,"4575 Wilkinson Rd, Victoria, BC",Victoria,Elementary-Secondary Public School
South Kamloops Secondary,50.6666495,-120.3215108,975.0,"821 Munro St, Kamloops, BC",Kamloops,Secondary Public School
South Kelowna Elementary,49.8349378,-119.4220089,295.0,"4176 Spiers Rd, Kelowna, BC",Kelowna,Elementary Public School
South Meridian Elementary,49.0260203,-122.7726354,490.0,"16244 13 Ave, Surrey, BC",Surrey,Elementary Public School
South Nelson Elementary,49.4892396,-117.2858369,220.0,"814 Latimer St, Nelson, BC",Nelson,Elementary Public School
South Nelson Kidz Klub,49.489562,-117.286123,166.0,"814 Latimer St, Nelson, BC",Nelson,Daycare
South Park Elementary,49.0159764,-123.072217,420.0,"735 Gilchrist Dr, Delta, BC",Delta,Elementary Public School
South Park Family Out Of School Care,48.417712,-123.366291,218.0,"508 Douglas St, Victoria, BC",Victoria,Daycare
South Park Family School,48.4177118,-123.3662884,265.0,"508 Douglas St, Victoria, BC",Victoria,Elementary Public School
South Peace Distributed Learning,55.7507264,-120.2427331,,"10808 15 St, Dawson Creek, BC",Dawson Creek,Elementary-Secondary Public School
South Peace Elementary,56.0691727,-120.267207,25.0,"11600 7th St, Dawson Creek, BC",Dawson Creek,Elementary Jr. Secondary Public School
South Poplar Traditional Elementary,49.0161574,-122.3164134,140.0,"32746 Huntingdon Rd, Abbotsford, BC",Abbotsford,Elementary Public School
South Rutland Afterschool Program,49.887466,-119.381847,150.0,"200 Mallach Rd, Kelowna, BC",Kelowna,Daycare
South Rutland Elementary,49.8874659,-119.3818469,295.0,"200 Mallach Rd, Kelowna, BC",Kelowna,Elementary Public School
South Sa-Hali Elementary,50.6567582,-120.3392746,365.0,"1585 Summit Dr, Kamloops, BC",Kamloops,Elementary Public School
South Shuswap Childcare Center,50.871433,-119.383777,127.0,"8-2425 Golf Course Dr, Blind Bay, BC",Blind Bay,Daycare
South Slope Day Care,49.214161,-122.99912,105.0,"4625 Neville St, Burnaby, BC",Burnaby,Daycare
South Slope Elementary,49.2161999,-123.0031196,245.0,"4446 Watling St, Burnaby, BC",Burnaby,Elementary Public School
South Slope Out Of School Care,49.216172,-123.003405,304.0,"4446 Watling St, Burnaby, BC",Burnaby,Daycare
South Surrey Recreation Centre,49.038674,-122.815875,231.0,"14601 20 Ave, Surrey, BC",Surrey,Daycare
South Vancouver Community Montessori Daycare,49.220583,-123.059003,216.0,"2325 E 54 Ave, Vancouver, BC",Vancouver,Daycare
South Vancouver Neighbourhood House Out Of School Care,49.225542,-123.065332,236.0,"6470 Victoria Dr, Vancouver, BC",Vancouver,Daycare
Southern Okanagan Alt,49.1816868,-119.5554815,,"PO Box 990, Oliver, BC",Oliver,Secondary Public School
Southern Okanagan Secondary,49.1816868,-119.5554815,750.0,"PO Box 990, Oliver, BC",Oliver,Secondary Public School
Southgate Middle School,49.9687768,-125.2333094,725.0,"740 Holm Rd, Campbell River, BC",Campbell River,Elementary Public School
Southlands Elementary,49.2375326,-123.1977964,340.0,"5351 Camosun St, Vancouver, BC",Vancouver,Elementary Public School
Southpointe Academy,49.0371637,-123.0673595,,"1900 56 St, Delta, BC",Delta,Elementary-Secondary Independent School
Southridge Elementary,53.8576359,-122.7792912,345.0,"7300 Southridge Ave, Prince George, BC",Prince George,Elementary Public School
Southridge School,49.0500685,-122.7787394,,"2656 160 St, Surrey, BC",Surrey,Elementary-Secondary Independent School
Sowing Seeds Preschool,49.131915,-122.878767,197.0,"7086 124Th St, Surrey, BC",Surrey,Daycare
Space Mountain Learning Centre,49.264103,-122.7644,214.0,"1772 Manchester Crt, Port Coquitlam, BC",Port Coquitlam,Daycare
Spare Time Bobolink,49.213648,-123.05796,161.0,"2421 Scarboro Ave, Vancouver, BC",Vancouver,Daycare
Spare Time Challenge Club,49.221365,-123.055716,230.0,"6901 Elliott St, Vancouver, BC",Vancouver,Daycare
Spare Time Clubhouse,49.247312,-123.106282,206.0,"4251 Ontario St, Vancouver, BC",Vancouver,Daycare
Spare Time Connection,49.250675,-123.09768,126.0,"315 23Rd Ave E, Vancouver, BC",Vancouver,Daycare
Spare Time Fun Centre,49.210237,-123.136351,272.0,"1338 W. 67Th Avenue, Vancouver, BC",Vancouver,Daycare
Spare Time Ii,49.218204,-123.12499,231.0,"7350 Laurel St, Vancouver, BC",Vancouver,Daycare
Spare Time Treehouse,49.250674,-123.097678,212.0,"315 23Rd Ave E, Vancouver, BC",Vancouver,Daycare
Sparkling Stars Daycare,49.888089,-119.379465,194.0,"171 Molnar Rd, Kelowna, BC",Kelowna,Daycare
Sparwood Secondary,49.7357264,-114.8915519,375.0,"PO Box 67, Sparwood, BC",Sparwood,Elementary Public School
Sparwood Treehouse Daycare Centre,49.729009,-114.895314,284.0,"421 Pine Ave, Sparwood, BC",Sparwood,Daycare
Special Times After School Care,49.318783,-123.024368,157.0,"1251 Lillooet Rd, North Vancouver, BC",North Vancouver,Daycare
Special Times Out Of School Care,49.323817,-123.005293,298.0,"1819 Berkley Rd, North Vancouver, BC",North Vancouver,Daycare
Spectrum Community,48.4623254,-123.4072946,1225.0,"957 Burnside Rd W, Victoria, BC",Victoria,Secondary Public School
Spencer Middle School,48.4506332,-123.5142808,650.0,"1026 Goldstream Ave, Victoria, BC",Victoria,Middle School Public School
Spencer's Lane,49.217392,-122.913498,217.0,"605 Second St, New Westminster, BC",New Westminster,Daycare
Sperling Elementary,49.2636382,-122.9625478,410.0,"2200 Sperling Ave, Burnaby, BC",Burnaby,Elementary Public School
Spider,49.4067728,-123.5143414,,"805 Gibsons Way, Gibsons, BC",Gibsons,Elementary-Secondary Public School
Spirit of Hope Secondary,49.3864257,-121.4438999,500.0,"PO Box 249, Hope, BC",Hope,Elementary-Secondary Public School
Splats' In Child Care Center,50.530424,-119.157104,176.0,"2730 Canyon Rd, Enderby, BC",Enderby,Daycare
Sportsplex Daycare,49.169449,-122.66408,212.0,"100 20165 91A Ave, Langley, BC",Langley,Daycare
Spring Angels Childcare,49.354829,-123.103966,132.0,"4644 Glenwood Ave, North Vancouver, BC",North Vancouver,Daycare
Spring Childcare,49.261458,-122.957745,134.0,"7050 Broadway, Burnaby, BC",Burnaby,Daycare
Spring Creek Community School,50.0861953,-123.0215632,390.0,"1509 Spring Creek Dr, Whistler, BC",Whistler,Elementary Public School
Spring Daycare,49.32961,-123.078812,225.0,"306 22Nd St W, North Vancouver, BC",North Vancouver,Daycare
Springridge Early Childhood Centre,48.430895,-123.34878,157.0,"1222 Gladstone Ave, Victoria, BC",Victoria,Daycare
Springtree Montessori School,49.223053,-122.968223,97.0,"6693 Brantford Ave, Burnaby, BC",Burnaby,Daycare
Springvalley Elementary,49.8838102,-119.4183439,345.0,"470 Ziprick Rd, Kelowna, BC",Kelowna,Elementary Public School
Springvalley Elementary Out Of School Care,49.88381,-119.418344,52.0,"470 Ziprick Rd, Kelowna, BC",Kelowna,Daycare
Springvalley Middle School,49.885162,-119.4185961,550.0,"350 Ziprick Rd, Kelowna, BC",Kelowna,Elementary Public School
Springwood Elementary,49.312038,-124.3274609,510.0,"450 Despard Avenue, Parksville, BC",Parksville,Elementary Public School
Springwood Elementary,54.015331,-122.8054228,220.0,"4600 Zral Rd, Prince George, BC",Prince George,Elementary Public School
Springwood Elementary Childcare,49.312038,-124.327461,269.0,"450 Despard Ave, Parksville, BC",Parksville,Daycare
Sprout-Up Preschool,54.525078,-128.603586,226.0,"4830 Straume Ave, Terrace, BC",Terrace,Daycare
Sprouting Tigers Out Of School Care Ltd.,49.209907,-123.99223,206.0,"3741 Departure Bay Rd, Nanaimo, BC",Nanaimo,Daycare
Sprouts And Blossoms,50.6388,-120.377,197.0,"1304 Dunbar Dr, Kamloops, BC",Kamloops,Daycare
Sprouts Child Care Centre,49.189718,-123.128975,303.0,"3368 Carscallen Rd, Richmond, BC",Richmond,Daycare
Sprouts Early Learning,49.082648,-123.076594,125.0,"5300 44Th Ave, Delta, BC",Delta,Daycare
Sprouts Family Childcare,49.934027,-125.191132,108.0,"3844 Sutil Rd, Campbell River, BC",Campbell River,Daycare
Spruceland Community School of the Arts,53.9158945,-122.7924481,390.0,"3805 Rainbow Dr, Prince George, BC",Prince George,Elementary Public School
